id,theme,scenario_id,scenario_text,question_number,question,option_a,option_b,option_c,option_d,correct_answer,feedback_correct,feedback_incorrect
11,Santé mentale,SCN004,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 4)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
12,Santé mentale,SCN004,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 4)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
13,Obstétrique,SCN005,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 5)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
14,Obstétrique,SCN005,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 5)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
15,Obstétrique,SCN005,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 5)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
16,Chirurgie,SCN006,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 6)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
17,Chirurgie,SCN006,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 6)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
18,Chirurgie,SCN006,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 6)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
19,Soins palliatifs,SCN007,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 7)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
20,Soins palliatifs,SCN007,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 7)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
21,Soins palliatifs,SCN007,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 7)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
22,Oncologie,SCN008,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 8)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
23,Oncologie,SCN008,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 8)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
24,Oncologie,SCN008,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 8)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
25,Infectiologie,SCN009,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 9)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
26,Infectiologie,SCN009,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 9)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
27,Infectiologie,SCN009,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 9)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
28,Cardiologie,SCN010,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 10)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
29,Cardiologie,SCN010,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 10)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
30,Cardiologie,SCN010,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 10)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
31,Pédiatrie,SCN011,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 11)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
32,Pédiatrie,SCN011,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 11)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
33,Pédiatrie,SCN011,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 11)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
34,Gériatrie,SCN012,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 12)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
35,Gériatrie,SCN012,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 12)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
36,Gériatrie,SCN012,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 12)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
37,Urgence,SCN013,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 13)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
38,Urgence,SCN013,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 13)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
39,Urgence,SCN013,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 13)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
40,Santé mentale,SCN014,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 14)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
41,Santé mentale,SCN014,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 14)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
42,Santé mentale,SCN014,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 14)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
43,Obstétrique,SCN015,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 15)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
44,Obstétrique,SCN015,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 15)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
45,Obstétrique,SCN015,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 15)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
46,Chirurgie,SCN016,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 16)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
47,Chirurgie,SCN016,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 16)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
48,Chirurgie,SCN016,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 16)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
49,Soins palliatifs,SCN017,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 17)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
50,Soins palliatifs,SCN017,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 17)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
51,Soins palliatifs,SCN017,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 17)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
52,Oncologie,SCN018,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 18)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
53,Oncologie,SCN018,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 18)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
54,Oncologie,SCN018,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 18)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
55,Infectiologie,SCN019,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 19)",1,Quelle est la priorité immédiate de l’infirmière ?,Donner de l’acétaminophène,Installer l’enfant assis et administrer O2 humidifié,Administrer un antibiotique prescrit,Donner des liquides PO,B,Correct! La priorité est l’oxygénation.,Revoir : Soins infirmiers en pédiatrie – Laryngotrachéobronchite.
56,Infectiologie,SCN019,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 19)",2,Quel signe indique une aggravation imminente ?,Toux plus forte,Stridor qui diminue avec léthargie,FC augmente,Refus de boire,B,Correct! La diminution du stridor avec léthargie indique une obstruction critique.,Revoir : Signes de détresse respiratoire en pédiatrie.
57,Infectiologie,SCN019,"Un enfant de 3 ans est amené à l’urgence par ses parents pour de la fièvre, une toux aboyante et une respiration bruyante. L’enfant présente un stridor au repos. (variante 19)",3,Quel traitement médical est le plus utilisé ici ?,Antibiotiques IV,Adrénaline nébulisée,Corticostéroïdes oraux,Bronchodilatateurs,B,Correct! L’adrénaline en aérosol réduit l’œdème laryngé.,Revoir : Traitement du croup sévère.
58,Cardiologie,SCN020,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 20)",1,Quelle est l’intervention prioritaire de l’infirmière ?,Administrer l’oxygène,Donner l’analgésique prescrit,Aviser immédiatement le médecin,Prendre la glycémie capillaire,C,Correct! L’élévation du segment ST indique un infarctus aigu nécessitant une prise en charge médicale urgente.,Ce choix n’est pas optimal. Revoir : Infarctus aigu du myocarde et interventions prioritaires en cardiologie.
59,Cardiologie,SCN020,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 20)",2,Quel médicament est administré en premier pour soulager la douleur et réduire la demande en oxygène du myocarde ?,Ibuprofène,Morphine,Aspirine,Nitroglycérine,D,Correct! La nitroglycérine sublinguale est utilisée en premier.,Revoir : Pharmacologie de l’angor et de l’infarctus.
60,Cardiologie,SCN020,"M. Tremblay, 58 ans, est admis à l'urgence pour douleur thoracique intense irradiant au bras gauche. Il est diaphorétique et anxieux. Son ECG montre une élévation du segment ST en dérivations antérieures. (variante 20)",3,Quel paramètre doit être surveillé en priorité après l’administration de nitroglycérine ?,Température,Fréquence respiratoire,Pression artérielle,Saturation O2,C,Correct! La nitroglycérine peut provoquer une hypotension.,Revoir : Effets secondaires de la nitroglycérine.
